"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Imposters/M_ImposterTest_01.M_ImposterTest_01","0","0","128","2","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Flipbooks/M_RenderMotionVectors.M_RenderMotionVectors","0","0","92","4","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/M_RenderNormalizedDepth_01.M_RenderNormalizedDepth_01","0","0","46","2","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/M_BackgroundCard_01.M_BackgroundCard_01","0","0","8","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/M_RadiusDebugTranslucent.M_RadiusDebugTransLucent","0","0","8","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/M_RenderCustomHeightmap_01.M_RenderCustomHeightmap_01","0","0","2","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/M_TilingPreviewMat_01.M_TilingPreviewMat_01","0","0","2","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/M_UnlitText_01.M_UnlitText_01","0","0","23","1","0.000000","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Flipbooks/M_FlipbookPreview_01.M_FlipbookPreview_01","0","0","4","2","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Masked_Mat.Master_Props_Masked_Mat","0","0","1305","5","0.000000","0","261"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Mat.Master_Props_Mat","0","0","654","6","0.000000","0","306"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_WorldMaterial_Mat.Master_WorldMaterial_Mat","0","0","66","2","0.000000","0","33"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Glass_Mat.Master_Glass_Mat","0","0","510","5","0.000000","0","102"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_VertHeightLerp_Mat.Master_VertHeightLerp_Mat","0","0","66","2","0.000000","0","132"
"/Game/EF_FirstFloor/Common/MasterMaterial/MASTER_BaseColor_Mat.MASTER_BaseColor_Mat","0","0","135","1","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_SubSurface_Mat.Master_Props_SubSurface_Mat","0","0","90","1","0.000000","0","0"
"/Game/EF_FirstFloor/Shared/Hunger/MonsterWater_a_Mat.MonsterWater_a_Mat","0","0","21","1","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_MaskedDither_Mat.Master_Props_MaskedDither_Mat","0","0","162","1","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Metal_Mat.Master_Metal_Mat","0","0","90","2","0.000000","0","0"
"/Game/EF_FirstFloor/Common/Materials/Glass/TestGlass/Materials/Free/Glass/M_Glass_Master.M_Glass_Master","0","0","102","1","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_Props_Emmisive_Mat.Master_Props_Emmisive_Mat","0","0","33","1","0.000000","0","0"
"/Game/EF_FirstFloor/Shared/Bathtub/Characters/ShowerCurtain/ShowerCurtain_Mat.ShowerCurtain_Mat","0","0","45","1","0.000000","0","0"
"/Game/EF_FirstFloor/Common/MasterMaterial/Master_BookVariety_Mat.Master_BookVariety_Mat","0","0","204","2","0.000000","0","0"
"/Game/EF_FirstFloor/Effects/Materials/FlatSurfaces/glass_a_foggy_Mat.glass_a_foggy_Mat","0","0","72","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_CandleWax.M_AVP2_CandleWax","0","0","21","1","0.000000","0","0"
"/Game/ArchVisPolishPack02/Materials/M_AVP2_FlameLick.M_AVP2_FlameLick","0","0","16","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
